PRVDR_CTGRY_SBTYP_CD,PRVDR_CTGRY_CD,CHOW_DT,ELGBLTY_SW,MDCD_VNDR_NUM,PRVDR_NUM,GNRL_CNTL_TYPE_CD,CBSA_URBN_RRL_IND,CBSA_CD,ACRDTN_TYPE_CD,TOT_AFLTD_AMBLNC_SRVC_CNT,TOT_AFLTD_HHA_CNT,CRTFD_BED_CNT,BED_CNT,MDCL_SCHL_AFLTN_CD,PGM_PRTCPTN_CD,LPN_LVN_CNT,RSDNT_PHYSN_CNT,RN_CNT
1.0,1,,Y,,010001,08,U,20020.0,3.0,0.0,0.0,420.0,420.0,2.0,3.0,96.0,0.0,521.0
1.0,1,,N,,010004,08,R,99901.0,1.0,0.0,0.0,64.0,64.0,4.0,3.0,4.0,0.0,9.0
1.0,1,,Y,,010005,08,R,99901.0,1.0,0.0,0.0,240.0,240.0,4.0,3.0,19.5,0.0,137.0
1.0,1,20100701.0,Y,,010006,04,U,22520.0,1.0,0.0,0.0,338.0,338.0,2.0,3.0,13.0,0.0,415.0
1.0,1,,Y,,010007,02,R,99901.0,0.0,0.0,1.0,99.0,99.0,4.0,3.0,15.0,0.0,38.0
1.0,1,20020701.0,Y,,010008,04,R,99901.0,0.0,0.0,1.0,65.0,65.0,4.0,3.0,16.07,0.0,33.87
1.0,1,,Y,,010009,04,U,19460.0,1.0,0.0,0.0,150.0,150.0,4.0,3.0,13.0,0.0,51.0
1.0,1,,Y,,010010,08,R,99901.0,1.0,0.0,0.0,90.0,90.0,4.0,3.0,13.0,0.0,90.0
1.0,1,,Y,,010011,02,U,13820.0,1.0,0.0,0.0,362.0,362.0,3.0,3.0,40.5,14.0,267.06
1.0,1,20240401.0,Y,,010012,04,R,99901.0,1.0,0.0,0.0,134.0,134.0,4.0,3.0,3.9,0.0,121.05
1.0,1,20031201.0,Y,,010015,04,R,99901.0,0.0,0.0,0.0,49.0,49.0,4.0,3.0,8.0,0.0,23.0
1.0,1,20151003.0,Y,,010016,02,U,13820.0,1.0,0.0,0.0,252.0,252.0,4.0,3.0,0.0,0.0,312.5
1.0,1,,Y,,010017,03,U,33860.0,1.0,0.0,0.0,168.0,168.0,4.0,3.0,17.0,0.0,12.0
1.0,1,20130101.0,Y,,010018,02,U,13820.0,1.0,0.0,0.0,106.0,106.0,1.0,3.0,0.0,0.0,40.2
1.0,1,20150101.0,Y,,010019,08,U,22520.0,1.0,0.0,0.0,185.0,185.0,2.0,3.0,6.6,0.0,222.22
1.0,1,19880908.0,Y,,010020,07,U,11500.0,0.0,0.0,0.0,47.0,47.0,4.0,3.0,6.5,0.0,6.5
1.0,1,,Y,,010021,08,R,99901.0,0.0,0.0,0.0,89.0,89.0,4.0,3.0,1.0,0.0,22.0
1.0,1,20180601.0,Y,,010022,04,R,99901.0,1.0,0.0,0.0,60.0,60.0,4.0,3.0,7.0,0.0,22.0
1.0,1,,Y,,010023,08,U,33860.0,1.0,0.0,1.0,432.0,432.0,2.0,3.0,26.1,20.0,553.35
1.0,1,,Y,,010024,02,U,33860.0,1.0,0.0,0.0,344.0,344.0,4.0,3.0,50.0,0.0,418.0
1.0,1,,Y,,010025,05,R,99901.0,1.0,0.0,0.0,115.0,115.0,4.0,3.0,13.0,0.0,85.0
1.0,1,19870122.0,Y,,010026,04,R,99901.0,1.0,0.0,0.0,89.0,89.0,4.0,3.0,10.0,0.0,11.5
1.0,1,,Y,,010027,08,R,99901.0,0.0,0.0,0.0,20.0,20.0,4.0,3.0,8.62,0.0,12.85
1.0,1,,Y,,010028,07,R,99901.0,1.0,0.0,0.0,58.0,58.0,4.0,3.0,15.0,0.0,23.0
1.0,1,,Y,,010029,08,U,12220.0,1.0,0.0,0.0,429.0,429.0,4.0,3.0,50.9,0.0,431.7
1.0,1,,N,,010031,07,U,17980.0,1.0,0.0,0.0,290.0,290.0,4.0,3.0,27.0,0.0,94.0
1.0,1,20171114.0,Y,,010032,08,R,99901.0,0.0,0.0,0.0,15.0,15.0,4.0,3.0,6.0,0.0,15.0
1.0,1,,Y,,010033,06,U,13820.0,1.0,0.0,0.0,1157.0,1157.0,1.0,3.0,21.0,655.0,1848.0
1.0,1,,Y,,010034,02,U,33860.0,0.0,0.0,0.0,69.0,69.0,4.0,3.0,9.3,0.0,28.6
1.0,1,,Y,,010035,08,R,99901.0,1.0,0.0,0.0,115.0,115.0,4.0,3.0,36.0,0.0,165.0
1.0,1,,Y,,010036,04,R,99901.0,1.0,0.0,0.0,88.0,88.0,4.0,3.0,29.0,0.0,51.0
1.0,1,20170501.0,Y,,010038,04,U,11500.0,1.0,0.0,0.0,125.0,125.0,4.0,3.0,27.0,0.0,141.0
1.0,1,,Y,,010039,08,U,26620.0,1.0,0.0,0.0,881.0,881.0,2.0,3.0,152.0,0.0,1751.0
1.0,1,,Y,,010040,04,U,23460.0,1.0,0.0,0.0,346.0,346.0,4.0,3.0,45.0,0.0,298.0
1.0,1,19870122.0,Y,,010041,04,U,33660.0,1.0,0.0,0.0,38.0,38.0,4.0,3.0,4.0,0.0,7.5
1.0,1,20040901.0,Y,,010043,02,U,13820.0,1.0,0.0,0.0,60.0,60.0,4.0,3.0,0.0,0.0,23.1
1.0,1,20001002.0,Y,,010044,02,R,99901.0,1.0,0.0,0.0,57.0,57.0,4.0,3.0,0.0,0.0,15.0
1.0,1,,Y,,010045,03,R,99901.0,1.0,0.0,0.0,61.0,61.0,4.0,3.0,41.0,0.0,75.0
1.0,1,20150301.0,Y,,010046,04,U,23460.0,1.0,0.0,0.0,281.0,281.0,4.0,3.0,30.0,0.0,262.0
1.0,1,20121201.0,Y,,010047,04,R,99901.0,0.0,0.0,0.0,22.0,22.0,4.0,3.0,8.0,0.0,14.0
1.0,1,,Y,,010049,04,R,99901.0,1.0,0.0,0.0,99.0,131.0,4.0,3.0,20.2,0.0,125.6
1.0,1,,Y,,010050,02,U,13820.0,1.0,0.0,0.0,25.0,25.0,4.0,3.0,2.0,0.0,5.0
1.0,1,,Y,GRE7102A,010051,03,U,99901.0,0.0,0.0,0.0,20.0,20.0,4.0,3.0,0.0,0.0,4.0
1.0,1,20010701.0,Y,,010052,04,R,99901.0,0.0,0.0,0.0,46.0,46.0,4.0,3.0,2.5,0.0,16.0
1.0,1,,Y,,010053,03,R,99901.0,7.0,0.0,1.0,51.0,51.0,4.0,3.0,21.5,0.0,40.2
1.0,1,20120101.0,Y,,010054,08,U,19460.0,1.0,0.0,0.0,120.0,120.0,4.0,3.0,4.9,0.0,111.13
1.0,1,20030701.0,Y,,010055,04,U,20020.0,1.0,0.0,0.0,235.0,235.0,4.0,3.0,41.4,0.0,4.0
1.0,1,,Y,,010056,02,U,13820.0,1.0,0.0,0.0,409.0,409.0,4.0,3.0,16.0,0.0,656.0
1.0,1,,Y,,010057,07,R,99901.0,1.0,0.0,0.0,47.0,47.0,4.0,3.0,47.5,0.0,37.0
1.0,1,,Y,,010058,08,U,13820.0,0.0,1.0,0.0,35.0,35.0,4.0,3.0,4.3,0.0,16.0
1.0,1,20050301.0,Y,,010059,08,U,19460.0,1.0,0.0,1.0,98.0,98.0,4.0,3.0,2.0,0.0,24.0
1.0,1,19881008.0,Y,,010060,03,R,99901.0,0.0,0.0,0.0,17.0,17.0,4.0,3.0,4.5,0.0,7.0
1.0,1,,Y,,010061,08,R,99901.0,1.0,0.0,0.0,170.0,170.0,4.0,3.0,14.45,0.0,119.25
1.0,1,,Y,,010062,08,U,20020.0,0.0,0.0,0.0,67.0,87.0,4.0,3.0,14.0,0.0,37.0
1.0,1,20061114.0,Y,,010064,02,U,13820.0,1.0,0.0,0.0,617.0,617.0,2.0,3.0,38.0,60.0,353.0
1.0,1,,Y,,010065,02,R,99901.0,1.0,0.0,0.0,81.0,81.0,4.0,3.0,18.0,0.0,70.0
1.0,1,,Y,,010066,04,R,99901.0,0.0,0.0,0.0,23.0,23.0,4.0,3.0,7.0,0.0,6.0
1.0,1,19850515.0,Y,,010067,02,R,99901.0,1.0,0.0,0.0,51.0,136.0,4.0,3.0,18.0,0.0,17.0
1.0,1,20031017.0,Y,,010068,08,U,13820.0,1.0,0.0,0.0,274.0,274.0,4.0,3.0,16.5,0.0,84.45
1.0,1,20171201.0,Y,,010069,08,R,99901.0,0.0,0.0,0.0,74.0,74.0,4.0,3.0,16.0,0.0,32.0
1.0,1,19860901.0,Y,,010070,03,U,13820.0,1.0,0.0,0.0,83.0,83.0,4.0,3.0,16.0,0.0,18.0
1.0,1,,N,,010072,04,R,99901.0,1.0,0.0,0.0,148.0,148.0,4.0,3.0,53.0,0.0,120.0
1.0,1,,Y,,010073,08,R,99901.0,0.0,0.0,0.0,53.0,53.0,4.0,3.0,7.0,0.0,37.0
1.0,1,19870901.0,Y,,010074,04,U,20020.0,0.0,0.0,0.0,48.0,48.0,4.0,3.0,9.0,0.0,7.0
1.0,1,,Y,,010078,07,U,11500.0,1.0,0.0,0.0,323.0,323.0,2.0,3.0,56.0,11.0,369.5
1.0,1,20160101.0,Y,,010079,08,U,26620.0,1.0,0.0,0.0,71.0,71.0,4.0,3.0,5.0,0.0,71.0
1.0,1,,N,,010080,04,R,99901.0,0.0,0.0,0.0,70.0,70.0,4.0,3.0,6.5,0.0,9.5
1.0,1,19980901.0,Y,,010081,01,U,33860.0,1.0,0.0,0.0,250.0,250.0,4.0,3.0,38.0,0.0,145.0
1.0,1,,Y,,010083,04,U,19300.0,1.0,0.0,0.0,112.0,112.0,2.0,3.0,3.0,0.0,124.0
1.0,1,,Y,,010084,04,U,13820.0,1.0,0.0,0.0,219.0,219.0,4.0,3.0,32.0,0.0,101.0
1.0,1,20120901.0,Y,,010085,08,U,19460.0,1.0,0.0,0.0,457.0,457.0,4.0,3.0,37.0,0.0,319.0
1.0,1,20150101.0,Y,,010086,04,R,99901.0,1.0,0.0,0.0,71.0,71.0,4.0,3.0,22.0,0.0,114.0
1.0,1,,Y,,010087,06,U,33660.0,1.0,0.0,0.0,406.0,406.0,1.0,3.0,48.5,84.54,266.15
1.0,1,20151003.0,Y,,010089,04,R,13820.0,1.0,0.0,0.0,267.0,267.0,4.0,3.0,1.9,0.0,264.1
1.0,1,20231001.0,Y,,010090,01,U,33660.0,1.0,0.0,0.0,349.0,349.0,4.0,3.0,95.0,0.0,447.2
1.0,1,,Y,,010091,08,R,99901.0,0.0,0.0,0.0,50.0,50.0,4.0,3.0,7.0,0.0,25.62
1.0,1,,Y,,010092,08,U,46220.0,1.0,0.0,0.0,787.0,787.0,1.0,3.0,139.0,0.0,1054.0
1.0,1,19981001.0,N,,010094,04,R,99901.0,1.0,0.0,0.0,100.0,100.0,4.0,3.0,25.0,0.0,80.8
1.0,1,,Y,,010095,08,U,46220.0,0.0,0.0,1.0,39.0,39.0,4.0,3.0,1.8,0.0,17.0
1.0,1,,N,,010096,07,R,99901.0,0.0,0.0,0.0,15.0,15.0,4.0,3.0,14.0,0.0,12.0
1.0,1,20000701.0,Y,,010097,04,U,33860.0,0.0,0.0,0.0,38.0,38.0,4.0,3.0,5.75,0.0,20.15
1.0,1,20051001.0,N,,010098,08,R,99901.0,0.0,0.0,0.0,49.0,92.0,4.0,3.0,4.0,0.0,13.0
1.0,1,20050701.0,Y,,010099,08,R,99901.0,0.0,0.0,1.0,65.0,65.0,4.0,3.0,5.0,0.0,54.0
1.0,1,20050901.0,Y,,010100,02,U,19300.0,1.0,0.0,0.0,162.0,162.0,2.0,3.0,0.0,0.0,173.1
1.0,1,20151003.0,Y,,010101,02,R,99901.0,1.0,0.0,0.0,122.0,122.0,4.0,3.0,13.0,0.0,59.0
1.0,1,,Y,,010102,07,R,99901.0,0.0,0.0,0.0,30.0,30.0,4.0,3.0,2.5,0.0,7.0
1.0,1,20151003.0,Y,,010103,01,U,13820.0,1.0,0.0,0.0,505.0,505.0,4.0,3.0,30.0,0.0,488.0
1.0,1,20051001.0,Y,,010104,04,U,13820.0,1.0,0.0,0.0,422.0,422.0,3.0,3.0,25.49,0.0,404.83
1.0,1,19980901.0,Y,,010108,08,U,33860.0,1.0,0.0,0.0,85.0,85.0,4.0,3.0,0.0,0.0,65.25
1.0,1,20131001.0,Y,,010109,07,U,46220.0,0.0,0.0,0.0,56.0,56.0,4.0,3.0,1.0,0.0,22.0
1.0,1,19940815.0,Y,,010110,04,R,99901.0,0.0,0.0,0.0,48.0,48.0,4.0,3.0,12.75,0.0,28.25
1.0,1,19840201.0,Y,,010111,03,R,99901.0,0.0,0.0,0.0,21.0,21.0,4.0,3.0,2.0,0.0,3.0
1.0,1,,Y,,010112,08,R,99901.0,0.0,0.0,0.0,49.0,99.0,4.0,3.0,15.0,0.0,55.0
1.0,1,,Y,,010113,02,U,33660.0,1.0,0.0,0.0,669.0,669.0,2.0,3.0,19.5,0.0,902.0
1.0,1,20060101.0,Y,,010114,08,U,13820.0,1.0,0.0,0.0,310.0,310.0,4.0,3.0,20.0,0.0,216.0
1.0,1,,Y,,010115,03,R,99901.0,1.0,0.0,0.0,25.0,25.0,4.0,3.0,17.6,0.0,18.9
1.0,1,,N,,010117,04,U,13820.0,0.0,0.0,0.0,50.0,50.0,4.0,3.0,1.5,2.25,6.75
1.0,1,20011001.0,Y,,010118,04,R,99901.0,1.0,0.0,0.0,214.0,214.0,2.0,3.0,26.7,0.0,90.5
1.0,1,,N,,010119,06,U,33660.0,1.0,0.0,0.0,152.0,152.0,1.0,3.0,19.0,0.0,409.0
1.0,1,,Y,,010120,08,R,99901.0,0.0,0.0,0.0,94.0,94.0,4.0,3.0,7.0,0.0,37.0
1.0,1,20011001.0,N,,010121,02,R,99901.0,1.0,0.0,0.0,125.0,125.0,3.0,3.0,41.0,0.0,161.0
1.0,1,19921110.0,N,,010122,04,R,99901.0,0.0,0.0,0.0,54.0,54.0,4.0,3.0,8.0,0.0,7.0
1.0,1,19981001.0,N,,010123,04,U,22520.0,1.0,0.0,0.0,155.0,155.0,4.0,3.0,16.0,0.0,88.0
1.0,1,19981001.0,N,,010124,04,U,22520.0,1.0,0.0,0.0,128.0,128.0,4.0,3.0,29.0,0.0,114.0
1.0,1,20150101.0,Y,,010125,04,R,99901.0,1.0,0.0,0.0,49.0,49.0,4.0,3.0,18.0,0.0,49.0
1.0,1,20100116.0,Y,,010126,05,R,99901.0,1.0,0.0,0.0,97.0,97.0,2.0,3.0,8.0,0.0,39.0
1.0,1,,N,,010127,08,U,26620.0,1.0,0.0,0.0,323.0,323.0,2.0,3.0,195.0,0.0,1039.0
1.0,1,20240930.0,Y,,010128,04,R,99901.0,0.0,0.0,1.0,35.0,35.0,4.0,3.0,6.0,0.0,20.0
1.0,1,,Y,,010129,02,U,19300.0,0.0,0.0,0.0,78.0,78.0,4.0,3.0,3.0,0.0,122.4
1.0,1,,Y,,010130,02,U,13820.0,1.0,0.0,0.0,40.0,40.0,4.0,3.0,11.0,0.0,28.0
1.0,1,,Y,,010131,04,U,26620.0,1.0,0.0,0.0,147.0,147.0,4.0,3.0,9.0,0.0,208.0
1.0,1,,Y,,010133,04,R,99901.0,1.0,0.0,0.0,72.0,72.0,4.0,3.0,6.0,0.0,15.0
1.0,1,,N,,010134,07,U,99901.0,0.0,0.0,0.0,30.0,30.0,4.0,3.0,4.25,3.4,6.5
1.0,1,,N,,010136,04,U,26620.0,1.0,0.0,0.0,28.0,28.0,4.0,3.0,2.0,0.0,6.0
1.0,1,,Y,,010137,07,U,13820.0,1.0,0.0,0.0,319.0,319.0,1.0,3.0,34.0,0.0,100.0
1.0,1,,Y,,010138,08,R,99901.0,0.0,0.0,0.0,33.0,33.0,4.0,3.0,3.0,0.0,8.0
1.0,1,20151003.0,Y,,010139,04,U,13820.0,1.0,0.0,0.0,595.0,595.0,4.0,3.0,42.0,0.0,600.0
1.0,1,,Y,,010143,05,R,99901.0,1.0,0.0,0.0,100.0,100.0,4.0,3.0,2.0,0.0,64.0
1.0,1,,Y,,010144,04,U,33660.0,1.0,0.0,0.0,263.0,263.0,4.0,3.0,42.0,0.0,350.0
1.0,1,,Y,,010145,08,U,46220.0,1.0,0.0,0.0,204.0,204.0,2.0,3.0,39.8,0.0,176.6
1.0,1,,Y,,010146,04,U,11500.0,1.0,0.0,0.0,104.0,104.0,4.0,3.0,20.0,0.0,68.0
1.0,1,20070201.0,Y,,010148,04,R,99901.0,0.0,0.0,1.0,44.0,44.0,4.0,3.0,16.0,0.0,27.0
1.0,1,19980901.0,Y,,010149,08,U,33860.0,1.0,0.0,0.0,150.0,150.0,4.0,3.0,6.5,0.0,312.24
1.0,1,20171101.0,Y,,010150,04,R,99901.0,1.0,0.0,0.0,72.0,72.0,4.0,3.0,19.0,0.0,52.0
1.0,1,20060401.0,Y,,010152,06,U,33660.0,1.0,0.0,0.0,124.0,124.0,1.0,3.0,5.0,0.0,90.0
1.0,1,,Y,,010153,08,U,46220.0,1.0,0.0,0.0,150.0,150.0,4.0,3.0,18.75,0.0,25.0
1.0,1,19940101.0,Y,,010155,07,R,99901.0,0.0,0.0,0.0,15.0,15.0,4.0,3.0,6.0,0.0,6.5
1.0,1,,Y,,010156,02,U,33860.0,0.0,0.0,0.0,30.0,30.0,4.0,3.0,21.0,0.0,25.0
1.0,1,20100701.0,Y,,010157,04,U,22520.0,1.0,0.0,0.0,198.0,198.0,4.0,3.0,4.5,0.0,76.8
1.0,1,20150101.0,Y,,010158,04,R,99901.0,1.0,0.0,0.0,100.0,100.0,4.0,3.0,3.0,0.0,89.0
1.0,1,,Y,,010159,08,U,19460.0,1.0,0.0,0.0,155.0,155.0,4.0,3.0,16.0,0.0,88.0
1.0,1,,Y,,010160,02,U,20020.0,1.0,0.0,0.0,55.0,55.0,4.0,3.0,0.0,0.0,6.3
1.0,1,,Y,,010161,04,U,13820.0,0.0,0.0,0.0,38.0,38.0,4.0,1.0,4.0,0.0,6.0
1.0,1,,Y,,010162,02,U,13820.0,0.0,0.0,0.0,45.0,45.0,4.0,1.0,0.0,0.0,84.0
1.0,1,,Y,,010163,02,U,20020.0,0.0,0.0,0.0,30.0,30.0,4.0,1.0,0.0,0.0,8.0
1.0,1,,Y,,010164,08,R,99901.0,1.0,0.0,0.0,168.0,168.0,2.0,3.0,21.0,0.0,108.0
1.0,1,,Y,,010165,02,U,11500.0,0.0,0.0,0.0,34.0,34.0,4.0,1.0,0.0,0.0,8.0
1.0,1,,Y,,010167,08,U,13820.0,1.0,0.0,0.0,219.0,219.0,4.0,3.0,14.1,0.0,114.0
1.0,1,,Y,,010168,06,U,17980.0,1.0,0.0,0.0,70.0,70.0,4.0,3.0,24.0,0.0,56.0
1.0,1,,Y,,010169,08,R,99901.0,0.0,0.0,1.0,49.0,49.0,4.0,3.0,11.0,0.0,44.0
1.0,1,,Y,,010170,03,U,13820.0,0.0,0.0,0.0,52.0,52.0,4.0,3.0,1.0,0.0,10.0
1.0,1,,Y,,010171,02,R,99901.0,0.0,0.0,0.0,25.0,25.0,4.0,3.0,0.0,0.0,19.0
1.0,1,,Y,,010172,04,U,26620.0,1.0,0.0,0.0,31.0,31.0,4.0,3.0,1.0,0.0,21.0
1.0,1,,Y,,010173,01,U,13820.0,1.0,0.0,0.0,30.0,30.0,4.0,3.0,0.0,0.0,41.0
1.0,1,,Y,,010174,02,R,99901.0,0.0,0.0,0.0,29.0,29.0,4.0,3.0,3.0,0.0,24.0
1.0,1,,Y,,010175,08,R,99901.0,1.0,0.0,0.0,14.0,14.0,4.0,3.0,2.8,0.0,47.18
1.0,1,,Y,,010176,04,U,33660.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0
1.0,21,,N,,011001,03,U,26620.0,,,,,,,,,,
1.0,21,,N,,011002,03,R,99901.0,,,,,,,,,,
1.0,21,,N,,011004,03,U,13820.0,,,,,,,,,,
1.0,21,,N,,011005,03,R,99901.0,,,,,,,,,,
1.0,21,,N,,011007,03,U,33660.0,,,,,,,,,,
1.0,21,,N,,011008,03,U,33860.0,,,,,,,,,,
1.0,21,,N,,011009,03,U,33660.0,,,,,,,,,,
1.0,21,,N,,011010,03,U,11500.0,,,,,,,,,,
1.0,21,,N,,011011,03,R,99901.0,,,,,,,,,,
1.0,21,,N,,011012,03,U,13820.0,,,,,,,,,,
1.0,21,,N,,011013,03,R,99901.0,,,,,,,,,,
1.0,21,,N,,011014,03,R,99901.0,,,,,,,,,,
1.0,21,,N,,011015,03,R,99901.0,,,,,,,,,,
1.0,21,,N,,011016,03,R,99901.0,,,,,,,,,,
1.0,21,,N,,011018,03,R,99901.0,,,,,,,,,,
1.0,21,,N,,011019,03,U,33660.0,,,,,,,,,,
1.0,21,,N,,011020,03,R,99901.0,,,,,,,,,,
1.0,21,,N,,011021,03,U,13820.0,,,,,,,,,,
1.0,21,,N,,011023,03,U,46220.0,,,,,,,,,,
1.0,21,,N,,011024,03,U,13820.0,,,,,,,,,,
1.0,21,,N,,011025,03,U,17980.0,,,,,,,,,,
1.0,21,,N,,011026,03,R,13820.0,,,,,,,,,,
1.0,21,,N,,011027,03,U,46220.0,,,,,,,,,,
1.0,21,,N,,011028,03,U,19300.0,,,,,,,,,,
1.0,21,,N,,011029,03,U,13820.0,,,,,,,,,,
1.0,21,,N,,011030,03,U,13820.0,,,,,,,,,,
1.0,21,,N,,011031,03,R,99901.0,,,,,,,,,,
1.0,21,,N,,011032,03,U,13820.0,,,,,,,,,,
1.0,21,,N,,011033,02,U,13820.0,,,,,,,,,,
1.0,21,,N,,011034,03,U,13820.0,,,,,,,,,,
1.0,21,,N,,011035,03,R,13820.0,,,,,,,,,,
1.0,21,,N,,011036,03,R,99901.0,,,,,,,,,,
1.0,21,,N,,011037,03,R,99901.0,,,,,,,,,,
1.0,21,,N,,011038,03,U,13820.0,,,,,,,,,,
1.0,21,,N,,011039,02,U,13820.0,,,,,,,,,,
1.0,21,,N,,011040,02,U,13820.0,,,,,,,,,,
1.0,21,,N,,011041,02,U,13820.0,,,,,,,,,,
1.0,21,,N,,011042,02,U,46220.0,,,,,,,,,,
1.0,21,,N,,011043,02,R,99901.0,,,,,,,,,,
1.0,21,,N,,011044,02,R,99901.0,,,,,,,,,,
1.0,21,,N,,011045,02,R,99901.0,,,,,,,,,,
1.0,21,,N,,011046,02,U,23460.0,,,,,,,,,,
1.0,21,,N,,011047,02,U,13820.0,,,,,,,,,,
1.0,21,,N,,011048,02,U,33660.0,,,,,,,,,,
1.0,21,,N,,011049,02,U,33660.0,,,,,,,,,,
1.0,21,,N,,011050,02,U,26620.0,,,,,,,,,,
1.0,21,,N,,011051,02,U,26620.0,,,,,,,,,,
1.0,21,,N,,011052,02,U,26620.0,,,,,,,,,,
1.0,21,,N,,011053,02,U,13820.0,,,,,,,,,,
1.0,21,,N,,011054,02,U,13820.0,,,,,,,,,,
1.0,21,,N,,011055,02,U,13820.0,,,,,,,,,,
1.0,21,,N,,011056,02,U,33860.0,,,,,,,,,,
1.0,21,,N,,011057,02,R,99901.0,,,,,,,,,,
1.0,21,,N,,011058,02,U,26620.0,,,,,,,,,,
1.0,21,,N,,011059,02,U,33860.0,,,,,,,,,,
1.0,21,,N,,011060,02,U,13820.0,,,,,,,,,,
1.0,21,,N,,011061,02,U,13820.0,,,,,,,,,,
1.0,21,,N,,011062,02,U,13820.0,,,,,,,,,,
1.0,21,,N,,011063,01,U,13820.0,,,,,,,,,,
1.0,21,,N,,011064,02,U,13820.0,,,,,,,,,,
1.0,21,,N,,011065,02,U,13820.0,,,,,,,,,,
1.0,21,,N,,011066,02,U,13820.0,,,,,,,,,,
1.0,21,,N,,011067,02,U,33660.0,,,,,,,,,,
1.0,21,,N,,011068,02,R,13820.0,,,,,,,,,,
1.0,21,,N,,011069,02,R,99901.0,,,,,,,,,,
1.0,21,,N,,011070,02,U,13820.0,,,,,,,,,,
1.0,21,,N,,011071,02,R,99901.0,,,,,,,,,,
1.0,21,,N,,011072,02,R,99901.0,,,,,,,,,,
1.0,21,,N,,011073,02,U,26620.0,,,,,,,,,,
1.0,21,,N,,011074,02,U,26620.0,,,,,,,,,,
1.0,21,,N,,011075,02,U,26620.0,,,,,,,,,,
1.0,21,,N,,011076,02,U,26620.0,,,,,,,,,,
1.0,21,,N,,011077,02,R,13820.0,,,,,,,,,,
1.0,21,,N,,011078,02,R,99901.0,,,,,,,,,,
1.0,21,,N,,011079,02,U,13820.0,,,,,,,,,,
1.0,21,,N,,011080,02,U,33660.0,,,,,,,,,,
1.0,21,,N,,011081,02,U,33660.0,,,,,,,,,,
1.0,21,,N,,011082,03,U,13820.0,,,,,,,,,,
1.0,21,,N,,011083,03,U,33660.0,,,,,,,,,,
1.0,21,,N,,011084,03,R,99901.0,,,,,,,,,,
1.0,21,,N,,011085,03,R,99901.0,,,,,,,,,,
1.0,21,,N,,011086,03,R,99901.0,,,,,,,,,,
1.0,21,,N,,011087,03,R,99901.0,,,,,,,,,,
1.0,21,,N,,011088,03,U,20020.0,,,,,,,,,,
1.0,21,,N,,011089,03,U,13820.0,,,,,,,,,,
1.0,21,,N,,011090,03,U,13820.0,,,,,,,,,,
1.0,21,,N,,011092,03,R,13820.0,,,,,,,,,,
1.0,21,,N,,011093,03,U,13820.0,,,,,,,,,,
1.0,21,,N,,011094,03,R,99901.0,,,,,,,,,,
1.0,21,,N,,011095,03,U,33660.0,,,,,,,,,,
1.0,21,,N,,011096,03,U,26620.0,,,,,,,,,,
1.0,21,,N,,011097,03,R,99901.0,,,,,,,,,,
1.0,21,,N,,011098,03,U,13820.0,,,,,,,,,,
1.0,21,,N,,011099,03,U,26620.0,,,,,,,,,,
1.0,21,,N,,011100,03,U,13820.0,,,,,,,,,,
1.0,21,,N,,011101,03,U,33660.0,,,,,,,,,,
1.0,21,,N,,011102,03,U,46220.0,,,,,,,,,,
1.0,21,,N,,011103,03,R,99901.0,,,,,,,,,,
1.0,21,,N,,011108,03,U,33660.0,,,,,,,,,,
1.0,21,,N,,011110,03,U,13820.0,,,,,,,,,,
1.0,21,,N,,011114,03,U,13820.0,,,,,,,,,,
1.0,21,,N,,011115,03,R,13820.0,,,,,,,,,,
1.0,21,,N,,011121,03,U,13820.0,,,,,,,,,,
1.0,21,,N,,011122,03,U,13820.0,,,,,,,,,,
1.0,21,,N,,011123,03,R,99901.0,,,,,,,,,,
1.0,21,,N,,011124,03,U,33660.0,,,,,,,,,,
1.0,19,,N,,011427,01,U,19300.0,,,,,,,,,,
1.0,21,,N,,011800,03,U,33660.0,,,,,,,,,,
1.0,21,,N,,011801,02,U,33860.0,,,,,,,,,,
1.0,21,,N,,011803,03,U,23460.0,,,,,,,,,,
1.0,21,,N,,011804,03,U,99901.0,,,,,,,,,,
1.0,21,,N,,011805,03,U,33860.0,,,,,,,,,,
1.0,21,,N,,011806,03,U,33860.0,,,,,,,,,,
1.0,21,,N,,011808,03,U,20020.0,,,,,,,,,,
1.0,21,,N,,011810,02,U,46220.0,,,,,,,,,,
1.0,21,,N,,011811,03,R,99901.0,,,,,,,,,,
1.0,21,,N,,011813,03,U,23460.0,,,,,,,,,,
1.0,21,,N,,011814,03,R,99901.0,,,,,,,,,,
1.0,21,,N,,011815,02,R,99901.0,,,,,,,,,,
1.0,21,,N,,011816,02,R,99901.0,,,,,,,,,,
1.0,21,,N,,011817,03,U,46220.0,,,,,,,,,,
1.0,21,,N,,011818,03,U,33860.0,,,,,,,,,,
1.0,21,,N,,011819,03,R,99901.0,,,,,,,,,,
1.0,21,,N,,011820,03,U,13820.0,,,,,,,,,,
1.0,21,,N,,011821,03,R,13820.0,,,,,,,,,,
1.0,21,,N,,011822,03,R,99901.0,,,,,,,,,,
1.0,21,,N,,011823,03,U,13820.0,,,,,,,,,,
1.0,21,,N,,011824,03,R,99901.0,,,,,,,,,,
1.0,21,,N,,011825,03,U,46220.0,,,,,,,,,,
