PRVDR_CTGRY_SBTYP_CD,PRVDR_CTGRY_CD,CHOW_DT,ELGBLTY_SW,MDCD_VNDR_NUM,PRVDR_NUM,GNRL_CNTL_TYPE_CD,CBSA_URBN_RRL_IND,CBSA_CD,ACRDTN_TYPE_CD,TOT_AFLTD_AMBLNC_SRVC_CNT,TOT_AFLTD_HHA_CNT,CRTFD_BED_CNT,BED_CNT,MDCL_SCHL_AFLTN_CD,PGM_PRTCPTN_CD,LPN_LVN_CNT,RSDNT_PHYSN_CNT,RN_CNT
1.0,8,,Y,,026521,06,U,11260.0,0.0,,,,,,,,,
1.0,8,,Y,,026522,06,U,11260.0,0.0,,,,,,,,,
1.0,8,,Y,,026523,01,R,99902.0,0.0,,,,,,,,,
1.0,8,,Y,,026524,06,R,99902.0,0.0,,,,,,,,,
1.0,8,,Y,,026525,01,R,99902.0,0.0,,,,,,,,,
1.0,8,,Y,,026526,01,U,11260.0,0.0,,,,,,,,,
1.0,8,,Y,,026527,01,U,11260.0,0.0,,,,,,,,,
1.0,8,,Y,,026528,06,U,11260.0,0.0,,,,,,,,,
1.0,8,,Y,,026529,06,U,21820.0,0.0,,,,,,,,,
1.0,8,,Y,,026530,06,U,11260.0,0.0,,,,,,,,,
1.0,8,,Y,,026531,06,R,99902.0,0.0,,,,,,,,,
1.0,8,,Y,,026532,06,R,99902.0,0.0,,,,,,,,,
1.0,8,,Y,,026533,01,R,99902.0,0.0,,,,,,,,,
1.0,6,,Y,,02L001,01,U,11260.0,,,,,20.0,,,,,
1.0,7,,Y,,02X0009800,01,U,11260.0,,,,,,,,,,
1.0,1,,Y,,030001,04,U,38060.0,1.0,0.0,0.0,232.0,232.0,4.0,3.0,0.0,0.0,122.0
1.0,1,19990901.0,Y,,030002,03,U,38060.0,1.0,0.0,0.0,766.0,766.0,1.0,3.0,30.5,310.5,834.75
1.0,1,,Y,,030003,02,U,38060.0,1.0,0.0,0.0,183.0,183.0,4.0,3.0,15.2,0.0,271.3
1.0,1,,Y,020024,030004,02,R,99903.0,1.0,0.0,0.0,45.0,45.0,2.0,3.0,0.0,0.0,13.0
1.0,1,,Y,,030006,02,U,46060.0,1.0,0.0,0.0,596.0,596.0,2.0,3.0,0.0,0.0,86.75
1.0,1,,Y,,030007,02,U,39140.0,3.0,0.0,0.0,98.0,98.0,4.0,3.0,1.0,0.0,239.25
1.0,1,19970101.0,Y,,030008,04,U,38060.0,1.0,0.0,0.0,277.0,277.0,4.0,1.0,34.0,0.0,266.0
1.0,1,,Y,,030009,07,U,46060.0,1.0,0.0,0.0,197.0,197.0,1.0,3.0,0.0,0.0,132.0
1.0,1,,Y,,030010,02,U,46060.0,1.0,0.0,0.0,400.0,400.0,3.0,3.0,13.75,0.0,463.5
1.0,1,,Y,,030011,03,U,46060.0,0.0,0.0,0.0,486.0,486.0,4.0,3.0,4.0,0.0,448.0
1.0,1,,Y,,030012,02,U,39140.0,0.0,0.0,0.0,218.0,218.0,4.0,3.0,0.0,0.0,274.0
1.0,1,,Y,,030013,02,U,49740.0,3.0,0.0,0.0,369.0,369.0,2.0,3.0,5.0,27.0,505.0
1.0,1,20150101.0,Y,,030014,02,U,38060.0,3.0,0.0,0.0,262.0,262.0,1.0,3.0,4.0,0.0,719.0
1.0,1,20140609.0,Y,,030016,03,U,38060.0,1.0,0.0,0.0,141.0,141.0,4.0,3.0,0.0,0.0,186.0
1.0,1,,N,,030017,06,U,38060.0,1.0,0.0,0.0,126.0,126.0,4.0,3.0,11.0,0.0,100.0
1.0,1,,N,,030018,08,U,38060.0,1.0,0.0,0.0,288.0,288.0,2.0,1.0,16.0,0.0,305.5
1.0,1,19991016.0,N,,030019,04,U,38060.0,1.0,0.0,0.0,87.0,87.0,4.0,3.0,5.6,0.0,55.01
1.0,1,,Y,,030020,03,U,38060.0,1.0,0.0,0.0,301.0,301.0,1.0,3.0,9.0,17.0,249.0
1.0,1,,Y,,030022,07,U,38060.0,3.0,0.0,0.0,758.0,758.0,1.0,3.0,95.0,238.0,525.0
1.0,1,,Y,,030023,02,U,22380.0,3.0,0.0,0.0,264.0,264.0,4.0,3.0,1.0,0.0,642.0
1.0,1,,Y,,030024,01,U,38060.0,1.0,0.0,0.0,586.0,586.0,2.0,3.0,32.0,210.0,1073.0
1.0,1,19980501.0,Y,,030025,03,U,38060.0,1.0,0.0,0.0,23.0,23.0,4.0,1.0,0.0,0.0,10.0
1.0,1,,Y,,030027,02,U,43420.0,1.0,0.0,0.0,13.0,13.0,4.0,3.0,5.5,0.0,18.0
1.0,1,,Y,,030030,09,U,38060.0,1.0,0.0,0.0,206.0,206.0,4.0,3.0,4.0,22.0,352.0
1.0,1,,Y,,030033,03,R,99903.0,1.0,0.0,0.0,44.0,44.0,4.0,1.0,1.75,0.0,42.5
1.0,1,20010405.0,Y,,030034,07,U,43420.0,0.0,0.0,0.0,25.0,25.0,4.0,3.0,8.75,0.0,43.25
1.0,1,19991203.0,Y,,030035,03,U,46060.0,7.0,0.0,0.0,120.0,120.0,4.0,1.0,2.75,10.0,78.5
1.0,1,20190201.0,Y,,030036,02,U,38060.0,1.0,0.0,0.0,429.0,429.0,4.0,3.0,2.04,0.0,960.64
1.0,1,20241003.0,Y,,030037,04,U,38060.0,3.0,0.0,0.0,219.0,219.0,4.0,3.0,11.0,21.0,260.0
1.0,1,,Y,,030038,04,U,38060.0,3.0,0.0,0.0,341.0,341.0,2.0,3.0,55.0,24.0,924.0
1.0,1,,Y,,030040,01,R,99903.0,1.0,0.0,0.0,31.0,31.0,4.0,3.0,7.5,0.0,17.75
1.0,1,,Y,,030041,08,U,43420.0,0.0,0.0,0.0,24.0,24.0,4.0,3.0,3.75,0.0,9.5
1.0,1,20130501.0,Y,,030043,03,U,43420.0,1.0,0.0,0.0,100.0,100.0,4.0,1.0,9.5,0.0,44.25
1.0,1,,Y,053194,030044,02,R,99903.0,0.0,0.0,0.0,34.0,34.0,4.0,1.0,3.0,0.0,17.0
1.0,1,,Y,,030046,02,R,99903.0,1.0,0.0,0.0,25.0,25.0,4.0,1.0,3.0,0.0,11.5
1.0,1,,Y,,030047,02,U,22380.0,1.0,0.0,0.0,25.0,25.0,4.0,1.0,0.0,0.0,20.0
1.0,1,,Y,,030048,04,R,99903.0,1.0,0.0,0.0,49.0,49.0,4.0,3.0,1.0,0.0,16.0
1.0,1,19901216.0,Y,,030049,07,U,38060.0,1.0,0.0,0.0,36.0,36.0,4.0,3.0,14.5,0.0,35.0
1.0,1,19911001.0,Y,,030051,07,R,99903.0,1.0,0.0,0.0,74.0,74.0,4.0,3.0,6.0,0.0,18.0
1.0,1,,Y,,030054,03,U,43420.0,1.0,0.0,0.0,22.0,22.0,4.0,1.0,4.0,0.0,16.0
1.0,1,,Y,,030055,08,U,29420.0,3.0,0.0,0.0,235.0,235.0,3.0,3.0,10.4,25.0,295.3
1.0,1,19900206.0,Y,,030057,03,U,38060.0,1.0,0.0,0.0,104.0,104.0,4.0,1.0,4.0,0.0,37.0
1.0,1,19991115.0,N,,030059,02,U,38060.0,1.0,0.0,0.0,20.0,20.0,2.0,1.0,3.0,1.0,55.0
1.0,1,,Y,,030060,04,R,99903.0,0.0,0.0,0.0,25.0,25.0,4.0,3.0,2.3,0.0,43.1
1.0,1,20080901.0,Y,,030061,03,U,38060.0,1.0,0.0,0.0,434.0,434.0,1.0,1.0,13.0,0.0,477.0
1.0,1,,Y,,030062,02,R,99903.0,0.0,0.0,0.0,101.0,101.0,4.0,3.0,0.0,0.0,145.0
1.0,1,19880901.0,Y,,030063,04,U,38060.0,7.0,0.0,0.0,94.0,94.0,4.0,3.0,3.0,1.0,10.0
1.0,1,20150228.0,Y,,030064,02,U,46060.0,1.0,0.0,0.0,625.0,625.0,1.0,3.0,31.75,0.0,1159.0
1.0,1,19990901.0,Y,,030065,02,U,38060.0,1.0,0.0,0.0,595.0,595.0,4.0,3.0,45.0,0.0,1049.0
1.0,1,,Y,,030067,02,R,99903.0,7.0,0.0,0.0,25.0,25.0,4.0,3.0,8.1,0.0,25.4
1.0,1,,Y,,030068,08,R,99903.0,0.0,0.0,1.0,25.0,25.0,4.0,3.0,0.0,0.0,11.0
1.0,1,20060901.0,Y,,030069,04,U,29420.0,1.0,0.0,0.0,152.0,152.0,4.0,3.0,15.0,0.0,164.0
1.0,1,20100328.0,Y,,030071,10,R,99903.0,0.0,0.0,0.0,70.0,70.0,4.0,3.0,0.0,0.0,98.0
1.0,1,,Y,,030072,05,R,99903.0,1.0,0.0,0.0,38.0,38.0,2.0,3.0,8.0,0.0,15.0
1.0,1,20020930.0,Y,,030073,03,U,22380.0,1.0,0.0,0.0,103.0,103.0,2.0,1.0,2.0,0.0,50.0
1.0,1,20160701.0,Y,,030074,10,U,46060.0,0.0,0.0,0.0,32.0,32.0,4.0,3.0,0.0,0.0,20.0
1.0,1,19951001.0,Y,,030076,05,U,38060.0,1.0,0.0,0.0,20.0,20.0,4.0,3.0,13.0,0.0,51.0
1.0,1,20150712.0,Y,,030077,05,R,99903.0,1.0,0.0,0.0,36.0,36.0,4.0,3.0,0.0,0.0,15.0
1.0,1,,Y,,030078,05,U,38060.0,0.0,0.0,0.0,179.0,179.0,4.0,3.0,33.0,12.0,141.0
1.0,1,,Y,,030079,05,,,1.0,0.0,0.0,20.0,20.0,4.0,3.0,3.0,0.0,9.25
1.0,1,19981001.0,N,,030080,04,U,46060.0,1.0,0.0,0.0,167.0,167.0,4.0,1.0,10.0,0.0,127.5
1.0,1,,Y,,030081,03,U,38060.0,1.0,0.0,0.0,20.0,20.0,4.0,1.0,1.0,0.0,16.0
1.0,1,,Y,,030082,03,U,38060.0,1.0,0.0,0.0,170.0,170.0,4.0,3.0,0.0,0.0,97.0
1.0,1,20011101.0,Y,,030083,04,U,38060.0,1.0,0.0,0.0,136.0,136.0,4.0,3.0,8.0,0.0,125.0
1.0,1,,Y,,030084,05,R,99903.0,1.0,0.0,0.0,10.0,10.0,4.0,3.0,0.0,0.0,15.0
1.0,1,19990201.0,Y,,030085,04,U,46060.0,1.0,0.0,0.0,300.0,300.0,4.0,3.0,5.0,0.0,422.0
1.0,1,,N,,030086,02,U,29420.0,1.0,0.0,0.0,68.0,68.0,4.0,1.0,0.0,0.0,130.0
1.0,1,,Y,,030087,04,U,38060.0,3.0,0.0,0.0,425.0,425.0,2.0,3.0,0.9,1.0,841.1
1.0,1,,Y,,030088,02,U,38060.0,1.0,0.0,0.0,359.0,359.0,4.0,3.0,10.0,0.0,389.0
1.0,1,,Y,,030089,08,U,38060.0,1.0,0.0,0.0,561.0,561.0,4.0,3.0,0.0,0.0,50.0
1.0,1,19871023.0,Y,,030091,04,R,99903.0,0.0,0.0,0.0,25.0,25.0,4.0,1.0,0.0,0.0,6.25
1.0,1,19971124.0,Y,,030092,02,U,38060.0,3.0,0.0,0.0,204.0,204.0,2.0,3.0,0.0,0.0,442.4
1.0,1,,Y,,030093,02,U,38060.0,1.0,0.0,0.0,394.0,394.0,4.0,3.0,4.75,0.0,473.25
1.0,1,20000701.0,Y,,030094,04,U,38060.0,1.0,0.0,0.0,217.0,217.0,4.0,1.0,0.0,0.0,111.75
1.0,1,19951001.0,Y,,030095,04,U,29420.0,0.0,0.0,0.0,12.0,12.0,4.0,3.0,4.1,0.0,17.4
1.0,1,,Y,,030096,04,U,38060.0,0.0,0.0,0.0,15.0,15.0,4.0,3.0,7.0,0.0,7.0
1.0,1,,Y,,030097,02,U,38060.0,0.0,0.0,0.0,48.0,48.0,4.0,3.0,8.0,0.0,13.0
1.0,1,,Y,,030098,04,U,38060.0,0.0,0.0,0.0,30.0,30.0,4.0,1.0,8.0,0.0,1.0
1.0,1,,Y,,030099,03,R,99903.0,0.0,0.0,0.0,20.0,20.0,4.0,3.0,3.0,0.0,9.0
1.0,1,,N,,030100,01,U,46060.0,1.0,0.0,0.0,60.0,60.0,4.0,3.0,1.0,0.0,93.5
1.0,1,20000701.0,Y,,030101,04,U,29420.0,1.0,0.0,0.0,139.0,139.0,4.0,3.0,2.0,0.0,180.0
1.0,1,,N,,030102,04,U,38060.0,1.0,0.0,0.0,59.0,59.0,4.0,1.0,0.0,0.0,95.5
1.0,1,,Y,,030103,02,U,38060.0,1.0,0.0,0.0,280.0,280.0,1.0,3.0,8.0,58.0,1225.0
1.0,1,,Y,,030104,04,U,38060.0,0.0,0.0,0.0,37.0,37.0,4.0,1.0,0.0,0.0,8.4
1.0,1,20010801.0,Y,,030105,02,U,38060.0,1.0,0.0,0.0,111.0,111.0,4.0,3.0,0.0,0.0,163.8
1.0,1,,N,,030106,04,U,38060.0,1.0,0.0,0.0,115.0,115.0,2.0,3.0,0.0,0.0,135.0
1.0,1,,Y,,030107,09,U,38060.0,1.0,0.0,0.0,23.0,23.0,2.0,3.0,0.0,0.0,46.85
1.0,1,20050510.0,Y,,030108,09,U,38060.0,1.0,0.0,0.0,32.0,32.0,2.0,3.0,0.0,0.0,45.0
1.0,1,20040315.0,Y,,030109,04,U,38060.0,0.0,0.0,0.0,36.0,36.0,4.0,3.0,0.0,0.0,4.0
1.0,1,,Y,,030110,04,U,38060.0,1.0,0.0,0.0,200.0,200.0,4.0,3.0,0.0,0.0,248.5
1.0,1,20150228.0,Y,,030111,02,U,46060.0,1.0,0.0,0.0,245.0,245.0,1.0,3.0,27.0,0.0,328.0
1.0,1,,Y,,030112,04,U,38060.0,1.0,0.0,0.0,24.0,24.0,4.0,1.0,0.0,0.0,14.0
1.0,1,,Y,,030113,05,R,99903.0,1.0,0.0,0.0,40.0,40.0,4.0,3.0,2.0,0.0,35.0
1.0,1,,Y,,030114,04,U,46060.0,1.0,0.0,0.0,146.0,146.0,4.0,3.0,2.25,0.0,146.5
1.0,1,,Y,,030115,02,U,38060.0,1.0,0.0,0.0,317.0,317.0,1.0,3.0,42.0,0.0,427.0
1.0,1,,N,,030116,04,U,38060.0,1.0,0.0,0.0,23.0,23.0,4.0,3.0,0.0,0.0,10.0
1.0,1,,Y,,030117,04,U,29420.0,1.0,0.0,1.0,84.0,84.0,4.0,3.0,2.0,0.0,51.0
1.0,1,,N,,030118,04,U,39140.0,0.0,0.0,0.0,72.0,72.0,4.0,3.0,0.0,0.0,0.0
1.0,1,,Y,,030119,01,U,38060.0,1.0,0.0,0.0,197.0,197.0,4.0,3.0,0.0,0.0,16.0
1.0,1,,N,,030120,04,U,38060.0,0.0,0.0,0.0,19.0,19.0,4.0,3.0,0.0,0.0,50.75
1.0,1,20241003.0,Y,,030121,04,U,38060.0,3.0,0.0,0.0,178.0,178.0,1.0,3.0,2.0,0.0,346.0
1.0,1,,Y,,030122,03,U,38060.0,1.0,0.0,0.0,177.0,177.0,4.0,3.0,16.0,0.0,266.0
1.0,1,,Y,,030123,02,U,38060.0,3.0,0.0,0.0,120.0,120.0,2.0,3.0,0.0,45.0,226.2
1.0,1,,Y,,030124,04,U,38060.0,0.0,0.0,0.0,120.0,120.0,4.0,3.0,8.0,0.0,7.0
1.0,1,,Y,,030125,04,U,38060.0,0.0,0.0,0.0,120.0,120.0,4.0,3.0,4.0,0.0,9.0
1.0,1,,N,,030126,04,U,38060.0,1.0,0.0,0.0,84.0,84.0,4.0,3.0,2.25,0.0,32.5
1.0,1,,N,,030127,04,U,38060.0,1.0,0.0,0.0,24.0,24.0,4.0,1.0,4.0,0.0,4.0
1.0,1,,N,,030128,04,U,29420.0,1.0,0.0,0.0,70.0,70.0,4.0,3.0,0.0,0.0,42.2
1.0,1,,Y,,030129,04,U,38060.0,3.0,0.0,0.0,23.0,23.0,4.0,3.0,5.0,0.0,5.0
1.0,1,,Y,,030130,02,U,38060.0,1.0,0.0,0.0,53.0,53.0,4.0,3.0,0.0,0.0,102.0
1.0,1,,Y,,030131,02,U,38060.0,1.0,0.0,0.0,64.0,64.0,4.0,3.0,1.0,0.0,83.5
1.0,1,,N,,030132,04,U,38060.0,3.0,0.0,0.0,36.0,36.0,4.0,3.0,0.0,0.0,25.0
1.0,1,,Y,,030133,04,U,38060.0,7.0,0.0,0.0,50.0,50.0,4.0,1.0,7.0,0.0,17.0
1.0,1,,Y,,030134,03,U,38060.0,1.0,0.0,0.0,20.0,20.0,4.0,3.0,0.0,0.0,40.0
1.0,1,,N,,030135,04,U,38060.0,3.0,0.0,0.0,12.0,12.0,4.0,3.0,0.0,0.0,13.25
1.0,1,,Y,,030136,04,U,38060.0,1.0,0.0,0.0,16.0,16.0,4.0,3.0,0.0,0.0,11.75
1.0,1,20180725.0,Y,,030137,04,U,46060.0,3.0,0.0,0.0,49.0,49.0,4.0,3.0,0.0,0.0,66.0
1.0,1,,Y,,030138,04,U,38060.0,1.0,0.0,0.0,38.0,38.0,4.0,1.0,1.0,0.0,38.0
1.0,1,,Y,,030139,02,U,38060.0,1.0,0.0,0.0,50.0,50.0,4.0,3.0,0.0,0.0,43.4
1.0,1,,Y,,030140,04,U,38060.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0
1.0,1,,Y,,030141,04,U,46060.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,0.25
1.0,1,,Y,,030142,04,U,38060.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0
1.0,1,,Y,,030143,04,U,38060.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0
1.0,1,,Y,,030144,02,U,39140.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0
1.0,1,,Y,,030145,04,U,22380.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0
1.0,1,,Y,,030146,02,U,38060.0,3.0,0.0,0.0,70.0,70.0,4.0,3.0,0.0,0.0,66.0
1.0,1,,Y,,030147,02,U,38060.0,1.0,0.0,0.0,94.0,94.0,4.0,3.0,0.0,0.0,69.15
1.0,1,,Y,,030148,02,U,46060.0,1.0,0.0,0.0,18.0,18.0,4.0,3.0,0.0,0.0,10.1
1.0,1,,Y,,030149,04,U,38060.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0
1.0,1,,Y,,030150,04,U,38060.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,0.0,0.0,0.5
1.0,1,,Y,,030151,04,U,38060.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0
1.0,1,,Y,,030152,04,U,38060.0,1.0,0.0,0.0,9.0,9.0,4.0,3.0,0.0,0.0,28.0
1.0,1,,Y,,030153,04,U,38060.0,9.0,0.0,0.0,14.0,14.0,4.0,3.0,0.0,0.0,13.1
1.0,1,,Y,,030154,04,U,49740.0,1.0,0.0,0.0,9.0,9.0,4.0,3.0,0.0,0.0,28.0
1.0,1,,Y,,030155,04,U,29420.0,9.0,0.0,0.0,8.0,8.0,4.0,3.0,0.0,0.0,12.0
1.0,1,,Y,,030195,05,R,99903.0,1.0,0.0,0.0,10.0,10.0,4.0,3.0,0.0,0.0,7.0
1.0,1,,Y,,030196,04,U,39140.0,9.0,0.0,0.0,8.0,8.0,4.0,3.0,0.0,0.0,54.0
1.0,21,,N,,031000,03,U,38060.0,,,,,,,,,,
1.0,21,,N,,031001,03,U,38060.0,,,,,,,,,,
1.0,21,,N,,031002,03,U,43420.0,,,,,,,,,,
1.0,21,,N,,031003,03,R,99903.0,,,,,,,,,,
1.0,21,,N,,031004,03,U,46060.0,,,,,,,,,,
1.0,21,,N,,031005,03,U,38060.0,,,,,,,,,,
1.0,21,,N,,031006,03,U,38060.0,,,,,,,,,,
1.0,21,,N,,031007,03,U,38060.0,,,,,,,,,,
1.0,21,,N,,031008,03,U,38060.0,,,,,,,,,,
1.0,21,,N,,031009,03,U,38060.0,,,,,,,,,,
1.0,21,,N,,031010,03,U,38060.0,,,,,,,,,,
1.0,21,,N,,031011,03,U,46060.0,,,,,,,,,,
1.0,21,,N,,031012,03,U,46060.0,,,,,,,,,,
1.0,21,,N,,031013,03,U,39140.0,,,,,,,,,,
1.0,21,,N,,031014,03,U,46060.0,,,,,,,,,,
1.0,21,,N,,031015,03,U,38060.0,,,,,,,,,,
1.0,21,,N,,031016,03,U,49740.0,,,,,,,,,,
1.0,21,,N,,031017,03,U,38060.0,,,,,,,,,,
1.0,21,,N,,031018,03,U,39140.0,,,,,,,,,,
1.0,21,,N,,031019,03,U,46060.0,,,,,,,,,,
1.0,21,,N,,031020,03,U,38060.0,,,,,,,,,,
1.0,21,,N,,031021,03,U,38060.0,,,,,,,,,,
1.0,21,,N,,031022,03,U,43420.0,,,,,,,,,,
1.0,21,,N,,031023,03,U,43420.0,,,,,,,,,,
1.0,21,,N,,031028,03,U,38060.0,,,,,,,,,,
1.0,21,,N,,031030,03,U,43420.0,,,,,,,,,,
1.0,21,,N,,031031,03,U,38060.0,,,,,,,,,,
1.0,21,,N,,031032,03,U,38060.0,,,,,,,,,,
1.0,21,,N,,031033,03,U,38060.0,,,,,,,,,,
1.0,21,,N,,031034,03,U,46060.0,,,,,,,,,,
1.0,21,,N,,031035,03,R,99903.0,,,,,,,,,,
1.0,21,,N,,031036,03,U,43420.0,,,,,,,,,,
1.0,21,,N,,031037,03,U,46060.0,,,,,,,,,,
1.0,21,,N,,031038,03,U,38060.0,,,,,,,,,,
1.0,21,,N,,031039,03,R,99903.0,,,,,,,,,,
1.0,21,,N,,031040,03,U,38060.0,,,,,,,,,,
1.0,21,,N,,031042,03,U,38060.0,,,,,,,,,,
1.0,21,,N,,031043,03,U,38060.0,,,,,,,,,,
1.0,21,,N,,031044,03,U,38060.0,,,,,,,,,,
1.0,21,,N,,031045,03,U,38060.0,,,,,,,,,,
1.0,21,,N,,031046,03,U,22380.0,,,,,,,,,,
1.0,21,,N,,031047,03,U,46060.0,,,,,,,,,,
1.0,21,,N,,031048,03,U,38060.0,,,,,,,,,,
1.0,21,,N,,031051,03,U,38060.0,,,,,,,,,,
1.0,21,,N,,031053,03,U,38060.0,,,,,,,,,,
1.0,21,,N,,031054,03,U,38060.0,,,,,,,,,,
1.0,21,,N,,031055,03,U,38060.0,,,,,,,,,,
1.0,21,,N,,031058,03,U,38060.0,,,,,,,,,,
1.0,21,,N,,031062,03,U,43420.0,,,,,,,,,,
1.0,21,,N,,031063,03,U,38060.0,,,,,,,,,,
1.0,21,,N,,031065,03,U,38060.0,,,,,,,,,,
1.0,21,,N,,031066,03,U,38060.0,,,,,,,,,,
1.0,21,,N,,031067,03,U,38060.0,,,,,,,,,,
1.0,21,,N,,031800,02,U,38060.0,,,,,,,,,,
1.0,21,,N,,031801,03,U,46060.0,,,,,,,,,,
1.0,21,,N,,031802,03,U,46060.0,,,,,,,,,,
1.0,21,,N,,031803,03,U,46060.0,,,,,,,,,,
1.0,21,,N,,031804,03,U,46060.0,,,,,,,,,,
1.0,21,19980101.0,N,,031805,03,U,49740.0,,,,,,,,,,
1.0,21,19980101.0,N,,031806,03,U,49740.0,,,,,,,,,,
1.0,21,,N,,031807,03,U,49740.0,,,,,,,,,,
1.0,21,,N,,031808,03,U,49740.0,,,,,,,,,,
1.0,21,,N,,031809,03,R,99903.0,,,,,,,,,,
1.0,21,,N,,031810,03,U,38060.0,,,,,,,,,,
1.0,21,,N,,031811,03,U,22380.0,,,,,,,,,,
1.0,21,,N,,031812,03,R,99903.0,,,,,,,,,,
1.0,21,,N,,031813,03,U,38060.0,,,,,,,,,,
1.0,21,,N,,031814,03,U,38060.0,,,,,,,,,,
1.0,21,,N,,031815,03,U,38060.0,,,,,,,,,,
1.0,21,,N,,031816,02,U,38060.0,,,,,,,,,,
1.0,21,,N,,031817,02,U,38060.0,,,,,,,,,,
1.0,21,,N,,031818,02,U,38060.0,,,,,,,,,,
1.0,21,,N,,031819,03,U,46060.0,,,,,,,,,,
1.0,21,,N,,031820,02,U,38060.0,,,,,,,,,,
1.0,21,,N,,031821,03,U,38060.0,,,,,,,,,,
1.0,21,19980101.0,N,,031822,03,U,49740.0,,,,,,,,,,
1.0,21,19980101.0,N,,031823,03,U,49740.0,,,,,,,,,,
1.0,21,19980101.0,N,,031824,03,U,49740.0,,,,,,,,,,
1.0,21,,N,,031825,03,U,38060.0,,,,,,,,,,
1.0,21,,N,,031826,02,U,22380.0,,,,,,,,,,
1.0,21,,N,,031827,02,U,22380.0,,,,,,,,,,
1.0,21,,N,,031828,03,U,38060.0,,,,,,,,,,
1.0,21,,N,,031829,03,U,39140.0,,,,,,,,,,
1.0,21,,N,,031830,03,U,39140.0,,,,,,,,,,
1.0,21,,N,,031831,02,U,46060.0,,,,,,,,,,
1.0,21,,N,,031832,02,U,22380.0,,,,,,,,,,
1.0,21,,N,,031834,02,R,99903.0,,,,,,,,,,
1.0,21,,N,,031835,02,U,29420.0,,,,,,,,,,
1.0,21,,N,,031836,02,R,99903.0,,,,,,,,,,
1.0,21,,N,,031837,03,U,46060.0,,,,,,,,,,
1.0,21,,N,,031838,05,U,39140.0,,,,,,,,,,
1.0,21,,N,,031839,05,U,39140.0,,,,,,,,,,
1.0,21,,N,,031840,03,R,99903.0,,,,,,,,,,
1.0,21,,N,,031841,03,R,99903.0,,,,,,,,,,
1.0,21,,N,,031842,03,U,38060.0,,,,,,,,,,
1.0,21,,N,,031843,03,U,38060.0,,,,,,,,,,
1.0,21,,N,,031844,03,U,38060.0,,,,,,,,,,
1.0,21,,N,,031845,03,R,99903.0,,,,,,,,,,
1.0,21,20060401.0,N,,031846,03,R,99903.0,,,,,,,,,,
1.0,21,,N,,031847,03,U,39140.0,,,,,,,,,,
1.0,21,20060401.0,N,,031848,03,R,99903.0,,,,,,,,,,
1.0,21,,N,,031849,03,U,22380.0,,,,,,,,,,
1.0,21,,N,,031850,03,U,38060.0,,,,,,,,,,
1.0,21,,N,,031851,03,U,46060.0,,,,,,,,,,
1.0,21,,N,,031852,03,U,46060.0,,,,,,,,,,
1.0,21,,N,,031853,03,U,46060.0,,,,,,,,,,
1.0,21,,N,,031854,03,U,46060.0,,,,,,,,,,
1.0,21,,N,,031855,03,U,46060.0,,,,,,,,,,
1.0,21,,N,,031856,03,U,46060.0,,,,,,,,,,
1.0,21,,N,,031857,03,U,46060.0,,,,,,,,,,
1.0,21,,N,,031858,03,U,46060.0,,,,,,,,,,
1.0,21,,N,,031859,03,U,46060.0,,,,,,,,,,
1.0,21,,N,,031860,03,U,46060.0,,,,,,,,,,
1.0,21,,N,,031861,03,U,22380.0,,,,,,,,,,
1.0,21,,N,,031862,03,R,99903.0,,,,,,,,,,
1.0,21,,N,,031863,03,U,46060.0,,,,,,,,,,
1.0,21,,N,,031864,03,U,46060.0,,,,,,,,,,
1.0,21,,N,,031865,03,U,46060.0,,,,,,,,,,
1.0,21,,N,,031866,03,U,46060.0,,,,,,,,,,
1.0,21,,N,,031867,03,R,99903.0,,,,,,,,,,
1.0,21,,N,,031868,03,U,46060.0,,,,,,,,,,
1.0,21,,N,,031869,03,U,46060.0,,,,,,,,,,
1.0,21,,N,,031870,03,U,29420.0,,,,,,,,,,
1.0,21,,N,,031871,03,U,38060.0,,,,,,,,,,
1.0,21,,N,,031872,03,U,46060.0,,,,,,,,,,
1.0,21,,N,,031873,03,U,46060.0,,,,,,,,,,
1.0,21,,N,,031874,03,U,46060.0,,,,,,,,,,
1.0,21,,N,,031875,04,U,29420.0,,,,,,,,,,
1.0,21,,N,,031876,03,U,38060.0,,,,,,,,,,
1.0,21,,N,,031877,04,U,22380.0,,,,,,,,,,
1.0,21,,N,,031878,04,R,99903.0,,,,,,,,,,
1.0,21,,N,,031879,04,U,38060.0,,,,,,,,,,
1.0,21,,N,,031880,03,U,38060.0,,,,,,,,,,
1.0,21,,N,,031881,04,U,38060.0,,,,,,,,,,
1.0,21,,N,,031882,04,U,38060.0,,,,,,,,,,
